"captureId","station","data","netNumber","captureTime","bander","captureCode","bandSize","bandNumber","sppCode","sppName","notes","brood_patch_OAMa","cloacal_protuberance_OAMa","body_molt_OAMa","fat_OAMa","juvenal_feather_OAMa","pp_wear_OAMa","skull_OAMa","molt_limit_OAMa","age_wrp","age_criteria","sex","sex_criteria","flight_feather_molt_OAMa","status","wing_chord","weight_grams","bill_estriation","age_criteria_2","tail_length","r2_length","molt_description","molt_limit_OAMa_2","sex_criteria_2","tail_shape","iris_color","crown_size","tarsus","nares_to_tip","iris_color_2","crown_color","molt_description_2","previr_number","total_length","previr_number_2","lower_mandibule_color","sex_criteria_3","total_length_2","age_criteria_3","r2_length_2","bill_width","old_bandnumber","color_band","band_code","crown_color_2","molt_limit_OAMa_3","bill_estriation_2","iris_color_3","tail_length_2","tick_sample","tick_sample_2","color_band_2","r1_length","wing_chord_2","weight_grams_2","nares_to_tip_2","tarsus_2","wing_chord_3","weight_grams_3","tail_length_3","nares_to_tip_3","tarsus_3","molt_description_3","crown_color_3","bill_interior_color","bill_interior_color_2","bill_interior_color_3","crown_size_2","crown_size_3","r2_length_3","upper_mandibule_color","upper_mandibule_color_2","lower_mandibule_color_2","upper_mandibule_color_3","lower_mandibule_color_3","tick_sample_3","bill_width_2","bill_width_3","white_on_s5","white_on_s5_2","white_on_s5_3","pox_presence","r5_length","p10-ppcov","exposed_culmen"
"1389","BOA1","2022-06-01","20","065","DSS","N","E","195593","CHICAU","Chiroxiphia caudata","Carrapato amostra 59","0","0","1","1","1","3","5","G","FCF","L","M","P","0","N","78","25","","P","55","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1390","BOA1","2022-06-01","7","111","KRC","R","E","128780","CHICAU","Chiroxiphia caudata","amostra carrapato 70; penas esverdeadas no corpo.","0","0","0","1","0","1","5","N","TCB","P","M","P","0","N","77","NA","","O","61","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1391","BOA1","2022-06-01","8","111","DSS","R","D","175787","DYSMEN","Dysithamnus mentalis","","0","0","0","2","0","1","5","N","DCB","P","F","P","0","N","63","12.7","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1392","BOA1","2022-06-01","6","072","KRC","N","E","195594","CHICAU","Chiroxiphia caudata","Carrapato amostra 60","0","0","1","0","0","2","5","N","DCB","P","F","P","0","N","70","21.7","","O","51","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1393","BOA1","2022-06-01","10","111","DSS","R","E","128790","MYILEU","Myiothlypis leucoblephara","penas juv identificadas pela cauda pontiaguda e bastante desgaste. ppcov possivelmente juv, mas nada marcante.","0","0","1","1","1","2","5","U","MFCF","P","U","U","0","N","63","15.2","","","","","","","","PONTIAGUDA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1394","BOA1","2022-06-01","13","072","DSS","N","E","195595","CONLIN","Conopophaga lineata","","0","0","0","1","1","2","5","G","FCF","L","M","P","0","N","71","21.3","","P","","","","","","PONTIAGUDA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1395","BOA1","2022-06-01","16","075","KRC","N","E","195596","CHICAU","Chiroxiphia caudata","","0","0","0","1","0","2","5","N","DCB","P","F","P","0","N","70","24.2","","O","51","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1396","BOA1","2022-06-01","12","075","KRC","N","E","195597","CHICAU","Chiroxiphia caudata","Carrapato amostra 62","0","0","0","1","0","2","5","N","DCB","P","F","P","0","N","72","23","","O","53","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1397","BOA1","2022-06-01","6","075","DSS","N","E","195598","MYILEU","Myiothlypis leucoblephara","","0","0","0","1","1","1","4","V","FCF","O","U","U","0","N","64","15.1","","L","","","","","","PONTIAGUDA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1398","BOA1","2022-06-01","10","083","DSS","N","E","195599","CHICAU","Chiroxiphia caudata","Coberteiras verdes com lavado azul","0","0","0","3","0","1","NA","N","DCB","P","F","P","0","N","76","25","","C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1399","BOA1","2022-06-01","12","095","KRC","N","F","88898","TACCOR","Tachyphonus coronatus","AMOSTRA CARRAPATO = 67","0","0","2","0","0","1","5","N","DPB","O","F","P","2","N","76","24.4","","P","","","P9C","","","TRUNCADA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1400","BOA1","2022-06-01","17","092","KRC","N","E","195600","CHICAU","Chiroxiphia caudata","Carrapato amostra 66","0","0","0","0","1","2","5","G","FCF","L","F","P","0","N","72","24","","P","51","45","","","","PONTIAGUDA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1401","BOA1","2022-06-01","5","111","DSS","N","J","66364","BARRUF","Baryphthengus ruficapillus","","0","0","0","2","0","1","5","N","DCB","P","U","U","0","N","152","151.5","","Y","","","","","","","vermelho-escuro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1533","BOA1","2022-06-18","6","093","KRC","R","F","50225","VENSPI","Veniliornis spilogaster","","0","0","1","0","0","2","NA","N","DCB","P","M","P","0","N","100","39.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1402","BOA1","2022-06-01","17","092","KRC","N","E","195601","CHICAU","Chiroxiphia caudata","Algumas penas esverdeadas no dorso","0","0","1","0","0","2","5","N","MTCB","P","M","P","0","N","76","26.1","","O","61","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1403","BOA1","2022-06-01","13","111","KRC","N","E","195602","CHICAU","Chiroxiphia caudata","Carrapato amostra 69","0","0","1","2","0","2","5","N","DCB","P","F","P","0","N","72","24.8","","O","51","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1404","BOA1","2022-06-02","20","083","DSS","N","D","100851","DYSMEN","Dysithamnus mentalis","","0","0","0","2","0","1","5","N","DCB","P","M","P","0","N","64","12.7","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1405","BOA1","2022-06-02","20","090","KRC","N","D","100852","BASCUL","Basileuterus culicivorus","","0","0","0","0","0","1","5","N","DCB","P","U","U","0","N","56","9.7","","O","","","","","","TRUNCADA","","","","","","laranja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1406","BOA1","2022-06-02","1","083","KRC","N","D","100853","XENRUT","Xenops rutilans","Amostra 75 de carrapato. Perdeu penas das rectrizes.","0","0","0","0","0","3","5","N","MFCF","P","U","U","0","N","65","11.9","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1407","BOA1","2022-06-02","1","083","LFR","N","E","195603","CHICAU","Chiroxiphia caudata","","0","0","0","1","0","1","5","N","DCB","P","F","P","0","N","73","23.9","","O","55","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1408","BOA1","2022-06-02","7","083","LFR","N","E","195604","CHICAU","Chiroxiphia caudata","","0","0","0","1","1","2","4","G","FCF","L","F","P","0","N","72","24","","","51","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1409","BOA1","2022-06-02","7","093","DSS","N","E","195605","CHICAU","Chiroxiphia caudata","carrapato amostra 76","0","0","0","1","1","3","5","G","FCF","L","M","P","0","N","73","24.6","","P","","","","","","","","","","","","começando-laranja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1410","BOA1","2022-06-02","1","093","LFR","N","E","195606","CHICAU","Chiroxiphia caudata","","0","0","0","2","1","2","3","G","FCF","L","F","P","0","N","72","24.1","","","51","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1411","BOA1","2022-06-02","3","093","LFR","N","E","195607","CONLIN","Conopophaga lineata","carrapato amostra 77","0","0","0","3","1","2","4","G","FCF","L","M","P","0","N","71","21.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1412","BOA1","2022-06-02","1","080","DSS","N","F","88899","TACCOR","Tachyphonus coronatus","amostra carrapato 71","0","0","0","0","0","2","5","N","MFCF","P","M","P","0","N","84","28.6","","O","","","","","","","","","","","","laranja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1413","BOA1","2022-06-02","18","104","JVF","N","F","88900","TACCOR","Tachyphonus coronatus","","0","0","1","2","0","3","4","N","FCF","P","F","P","0","N","80","NA","","O","","","","","","TRUNCADA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1414","BOA1","2022-06-02","9","090","DSS","N","L","122962","GEOMON","Geotrygon montana","","0","0","1","1","1","1","5","C","SCB","P","M","P","0","E","141","142.3","","Y","","","","A","","","marrom-dourado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1415","BOA1","2022-06-02","6","070","DSS","R","F","50249","SCLSCA","Sclerurus scansor","","0","0","0","0","0","2","5","N","MFCF","P","U","U","0","N","97","36.7","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1416","BOA1","2022-06-02","16","070","KRC","R","E","128966","CHICAU","Chiroxiphia caudata","Penas do corpo verde azulado e coroa vermelha bem extensa.","0","0","1","0","1","2","5","G","FCF","L","M","P","0","N","72","25.6","","P","51","45","","","","","","32","","","","","","","","","","","","","","","","CBYB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1417","BOA1","2022-06-02","12","070","LFR","R","E","128737","XIPFUS","Xiphorhynchus fuscus","","0","0","0","0","0","2","5","N","MFCF","P","U","U","0","N","80","21.7","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1418","BOA1","2022-06-02","14","070","LFR","R","D","133896","NEOCHR","Neopelma chrysolophum","Carrapato na cabeça (não informa o nº de amostra na planilha), possível amostra 70.","0","0","0","3","0","1","5","N","DCB","P","U","U","0","N","66","NA","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1419","BOA1","2022-06-02","15","073","LFR","R","D","175843","ILIMIL","Ilicura militaris","Liberado na rede por difícil e longa extração; iniciando sinais de estresse.
2G Coberteiras internas igual formativa. Toda verde com 1-2 penas.","NA","NA","NA","NA","1","NA","NA","G","FCF","L","M","P","NA","N","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1420","BOA1","2022-06-02","16","080","KRC","R","D","175802","MYILEU","Myiothlypis leucoblephara","Suspeito, duas grandes cov internas formativas e restas juv","0","0","0","0","1","1","2","U","DCB","P","U","U","0","N","65","17","","O","","","","","","PONTIAGUDA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1421","BOA1","2022-06-02","9","080","DSS","R","U","9999","XIPFUS","Xiphorhynchus fuscus","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","N","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1422","BOA1","2022-06-02","1","080","JVF","R","F","38209","TRIMEL","Trichothraupis melanops","Rectriz bem desgastada;
Carrapato amostra 72","0","0","0","0","1","3","4","G","FCF","L","F","P","0","N","77","21.6","","O","","","","","","PONTIAGUDA","","","","","","lavado-amarelo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
